"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
9.625135458E0,1.607328606E1,-9.380831718E0,3.657139969E1,4.103434907E1
9.635159458E0,1.572759056E1,-7.822683334E0,3.743255997E1,4.134909945E1
9.645184458E0,1.442769051E1,-6.280786514E0,3.796342468E1,4.109535431E1
9.655209458E0,1.371883965E1,-4.726431847E0,3.884389877E1,4.146557839E1
9.665233458E0,1.302390862E1,-3.142933846E0,3.916072845E1,4.138916382E1
9.675258458E0,1.182342339E1,-1.782341957E0,3.969384003E1,4.145565124E1
9.685282458E0,1.065626717E1,-3.009176254E-1,4.001582336E1,4.141150445E1
9.695307458E0,9.847982407E0,1.501233101E0,4.026121521E1,4.147531686E1
9.705331458E0,8.831853867E0,3.151797295E0,4.069054031E1,4.175710167E1
9.715356458E0,7.771471024E0,5.002566338E0,4.069768906E1,4.173395891E1
9.725381458E0,6.909708023E0,6.507266045E0,4.054768372E1,4.164376581E1
9.735405458E0,5.653150558E0,8.208977699E0,4.064318848E1,4.184751122E1
9.745430458E0,4.564260483E0,9.964413643E0,4.052107239E1,4.197712854E1
9.755454458E0,3.413415909E0,1.193048191E1,4.025349045E1,4.212281211E1
9.765479458E0,2.360105515E0,1.346525669E1,3.985789871E1,4.213710153E1
9.775503458E0,1.139022827E0,1.518481731E1,3.963108444E1,4.245584652E1
9.785528458E0,-3.719120026E-1,1.676511002E1,3.897159576E1,4.242631859E1
9.795553458E0,-1.688209534E0,1.835799789E1,3.838768387E1,4.258497870E1
9.805577458E0,-3.358119965E0,1.973924255E1,3.783452606E1,4.280614475E1
9.815602458E0,-4.814947128E0,2.108632660E1,3.698229980E1,4.284282185E1
9.825626458E0,-6.479946136E0,2.250977325E1,3.638961792E1,4.327682851E1
9.835651458E0,-7.636180878E0,2.364451599E1,3.559513092E1,4.340953513E1
9.845675458E0,-9.205213547E0,2.469258118E1,3.480981827E1,4.365985535E1
9.855700458E0,-1.046912193E1,2.555743027E1,3.386478424E1,4.369906598E1
9.865725458E0,-1.201781273E1,2.624462509E1,3.237338257E1,4.337331055E1
9.875749458E0,-1.343758488E1,2.693750763E1,3.141738129E1,4.351149103E1
9.885774458E0,-1.456442451E1,2.773872375E1,3.057877731E1,4.377922885E1
9.895798458E0,-1.572688770E1,2.814458847E1,2.954498291E1,4.373052563E1
9.905823458E0,-1.703279495E1,2.879081345E1,2.862696075E1,4.402873976E1
9.915847458E0,-1.838560867E1,2.908583069E1,2.788994980E1,4.429295037E1
9.925872458E0,-1.997518158E1,2.947198105E1,2.715525055E1,4.477737351E1
9.935896458E0,-2.145039368E1,2.956851196E1,2.629497910E1,4.500935696E1
9.945921458E0,-2.317810059E1,2.913468552E1,2.538986206E1,4.506328153E1
9.955946458E0,-2.455272675E1,2.913050461E1,2.455973434E1,4.532773147E1
9.965970458E0,-2.604426003E1,2.849568558E1,2.383590698E1,4.537023296E1
9.975995458E0,-2.769755554E1,2.786546707E1,2.305734634E1,4.555524183E1
9.986019458E0,-2.893290520E1,2.736132812E1,2.248129654E1,4.572924637E1
9.996044458E0,-3.031925774E1,2.633953476E1,2.180119324E1,4.569814556E1
1.000606846E1,-3.182017326E1,2.491178894E1,2.131668854E1,4.568940648E1
1.001609346E1,-3.321025848E1,2.335312271E1,2.073372650E1,4.558702692E1
1.002611846E1,-3.464649963E1,2.183030319E1,1.983285522E1,4.550037605E1
1.003614246E1,-3.608569717E1,1.978666687E1,2.010453415E1,4.580264206E1
1.004616746E1,-3.736606216E1,1.762974167E1,1.943363953E1,4.565847937E1
1.005619146E1,-3.875126648E1,1.545147800E1,1.932468796E1,4.597665050E1
1.006621646E1,-3.969503784E1,1.316209698E1,1.923676300E1,4.603248719E1
1.007624046E1,-4.065652847E1,1.034191418E1,1.880434418E1,4.597294700E1
1.008626546E1,-4.119836044E1,7.359436989E0,1.874346161E1,4.585611812E1
1.009629046E1,-4.158775711E1,4.409573555E0,1.847316360E1,4.571918256E1
1.010631446E1,-4.188615417E1,1.531582832E0,1.877682114E1,4.592782021E1
1.011633946E1,-4.143570328E1,-1.511960030E0,1.861095428E1,4.544855497E1
1.012636346E1,-4.101105499E1,-4.800810814E0,1.900032043E1,4.545290522E1
1.013638846E1,-4.060046387E1,-7.768205643E0,1.862075043E1,4.533734698E1
1.014641246E1,-4.002514648E1,-1.074572849E1,1.854013062E1,4.540065501E1
1.015643746E1,-3.913989258E1,-1.341915512E1,1.794845200E1,4.510157253E1
1.016646225E1,-3.774031830E1,-1.574541187E1,1.755391693E1,4.450156874E1
1.017648625E1,-3.664748001E1,-1.821669388E1,1.749710464E1,4.450881259E1
1.018651125E1,-3.550981140E1,-2.052067566E1,1.668247604E1,4.427583813E1
1.019653525E1,-3.444573975E1,-2.260493469E1,1.623284912E1,4.428315086E1
1.020656025E1,-3.351815033E1,-2.444248009E1,1.578545761E1,4.438560472E1
1.021658425E1,-3.266571426E1,-2.629831696E1,1.462445831E1,4.441311905E1
1.022660925E1,-3.148839951E1,-2.778304100E1,1.407585907E1,4.428934950E1
1.023663425E1,-3.024605179E1,-2.902942657E1,1.304983902E1,4.390705586E1
1.024665825E1,-2.916181755E1,-3.016840744E1,1.272975922E1,4.384736229E1
1.025668325E1,-2.855213737E1,-3.144171906E1,1.163391876E1,4.403582986E1
1.026670725E1,-2.751948547E1,-3.259664917E1,1.090254974E1,4.403100281E1
1.027673225E1,-2.627675247E1,-3.356055450E1,1.008342743E1,4.380016036E1
1.028675625E1,-2.506272697E1,-3.443304443E1,9.215980530E0,4.357417962E1
1.029678125E1,-2.414669037E1,-3.521416092E1,8.283073425E0,4.349378220E1
1.030680625E1,-2.324580765E1,-3.603853607E1,7.422775269E0,4.352288189E1
1.031683025E1,-2.217247772E1,-3.658033752E1,6.409408569E0,4.325298117E1
1.032685525E1,-2.146893501E1,-3.709643555E1,5.404830933E0,4.320038077E1
1.033687925E1,-2.075719833E1,-3.757507324E1,4.950897217E0,4.321179000E1
1.034690425E1,-2.011800385E1,-3.809390259E1,4.423782349E0,4.330645845E1
1.035692825E1,-1.923440170E1,-3.847429276E1,3.840126038E0,4.318541397E1
1.036695325E1,-1.857643127E1,-3.881781769E1,3.527778625E0,4.317814251E1
1.037697825E1,-1.780436325E1,-3.911650848E1,2.916015625E0,4.307667273E1
1.038700225E1,-1.679352188E1,-3.946634293E1,2.394721985E0,4.295752896E1
1.039702725E1,-1.583756065E1,-3.986276627E1,2.017211914E0,4.294109460E1
1.040705125E1,-1.499314880E1,-4.010770035E1,1.547920227E0,4.284644904E1
1.041707625E1,-1.457676792E1,-4.034556961E1,1.399566650E0,4.292092656E1
1.042710025E1,-1.387743282E1,-4.052576065E1,1.423820496E0,4.285962766E1
1.043712525E1,-1.344155121E1,-4.075836945E1,9.981918335E-1,4.292920178E1
1.044715025E1,-1.261679840E1,-4.085134888E1,9.689331055E-1,4.276628507E1
1.045717425E1,-1.181381035E1,-4.110263824E1,8.211822510E-1,4.277461076E1
1.046719925E1,-1.145640945E1,-4.114484787E1,1.134849548E0,4.272511799E1
1.047722325E1,-1.104961014E1,-4.124891281E1,9.615783691E-1,4.271406472E1
1.048724825E1,-1.037515068E1,-4.124815369E1,1.020797729E0,4.254522255E1
1.049727225E1,-9.920042038E0,-4.120997238E1,6.225738525E-1,4.239170504E1
1.050729725E1,-9.383478165E0,-4.150600815E1,1.976013184E-2,4.255348124E1
1.051732225E1,-8.912750244E0,-4.176572418E1,-3.412628174E-1,4.270748522E1
1.052734625E1,-8.877632141E0,-4.189144135E1,-4.766616821E-1,4.282443714E1
1.053737125E1,-8.363624573E0,-4.196936798E1,-6.586380005E-1,4.279967136E1
1.054739525E1,-7.737094879E0,-4.183737946E1,-8.757553101E-1,4.255579754E1
1.055742025E1,-7.587802887E0,-4.194222260E1,-1.085388184E0,4.263687203E1
1.056744425E1,-7.244457245E0,-4.198540497E1,-1.586357117E0,4.263534825E1
1.057746925E1,-6.763990402E0,-4.209319687E1,-1.806770325E0,4.267145659E1
1.058749425E1,-6.278797150E0,-4.189500046E1,-1.932014465E0,4.240692204E1
1.059751825E1,-6.045911789E0,-4.200844574E1,-1.855064392E0,4.248180583E1
1.060754325E1,-5.533788681E0,-4.198104477E1,-2.257720947E0,4.240434224E1
1.061756725E1,-5.271274567E0,-4.198772812E1,-2.511924744E0,4.239180834E1
1.062759225E1,-4.985872269E0,-4.221428299E1,-2.875465393E0,4.260484611E1
1.063761625E1,-4.813463211E0,-4.199183655E1,-3.364967346E0,4.240055153E1
1.064764125E1,-4.361024857E0,-4.190393066E1,-3.168563843E0,4.224923360E1
1.065766625E1,-4.258750916E0,-4.210643387E1,-3.490730286E0,4.246497298E1
1.066769025E1,-3.975091934E0,-4.200286102E1,-3.293098450E0,4.231886326E1
1.067771525E1,-3.467893600E0,-4.202930832E1,-3.584045410E0,4.232415888E1
1.068773925E1,-3.234640121E0,-4.193779373E1,-3.612396240E0,4.221718662E1
1.069776425E1,-3.345596313E0,-4.202619171E1,-3.551406860E0,4.230846600E1
1.070778825E1,-3.140308380E0,-4.201596069E1,-3.388565063E0,4.226919520E1
1.071781325E1,-2.742263794E0,-4.229318619E1,-3.543571472E0,4.252987782E1
1.072783825E1,-2.601413727E0,-4.214781570E1,-3.835243225E0,4.240182558E1
1.073786225E1,-2.292476654E0,-4.197165298E1,-4.037292480E0,4.222765485E1
1.074788725E1,-1.931486130E0,-4.183334732E1,-4.109992981E0,4.207911155E1
1.075791125E1,-1.909381866E0,-4.194050980E1,-4.724220276E0,4.224890955E1
1.076793625E1,-1.734798431E0,-4.198803711E1,-4.607772827E0,4.227571828E1
1.077796025E1,-1.620170593E0,-4.190295029E1,-4.390686035E0,4.216349510E1
1.078798525E1,-1.534910202E0,-4.182400131E1,-4.739074707E0,4.211961377E1
1.079801025E1,-1.255067825E0,-4.166759109E1,-4.992904663E0,4.198443092E1
1.080803425E1,-1.366703033E0,-4.187220001E1,-5.232704163E0,4.222002136E1
1.081805925E1,-1.252059937E0,-4.195311737E1,-5.294448853E0,4.230440757E1
1.082808325E1,-8.489093781E-1,-4.178293228E1,-5.080268860E0,4.209920675E1
1.083810825E1,-6.998043060E-1,-4.171520996E1,-5.299720764E0,4.205633731E1
1.084813225E1,-5.427932739E-1,-4.172799301E1,-5.989845276E0,4.215920151E1
1.085815725E1,-7.755260468E-1,-4.176255798E1,-5.465728760E0,4.212584576E1
1.086818225E1,-4.208106995E-1,-4.155120468E1,-5.718971252E0,4.194503933E1
1.087820625E1,-2.795867920E-1,-4.165374374E1,-5.707069397E0,4.204382449E1
1.088823125E1,-4.893112183E-2,-4.176003647E1,-5.810043335E0,4.216230121E1
1.089825525E1,-4.587554932E-2,-4.163798904E1,-5.449531555E0,4.199311408E1
1.090828025E1,-2.910747528E-1,-4.151052094E1,-6.022933960E0,4.194620133E1
1.091830425E1,3.477859497E-2,-4.153725052E1,-6.170974731E0,4.199315801E1
1.092832925E1,1.444721222E-1,-4.154659271E1,-6.420753479E0,4.204005606E1
1.093835425E1,3.302288055E-1,-4.162731171E1,-6.356536865E0,4.211113501E1
1.094837825E1,3.522930145E-1,-4.146358109E1,-6.081375122E0,4.190866009E1
1.095840325E1,4.664001465E-1,-4.141097641E1,-6.428550720E0,4.190957839E1
1.096842725E1,6.775932312E-1,-4.124293900E1,-6.901657104E0,4.182190838E1
1.097845225E1,6.959362030E-1,-4.149333954E1,-7.044303894E0,4.209279951E1
1.098847625E1,8.223018646E-1,-4.131987000E1,-7.499038696E0,4.200289774E1
1.099850125E1,8.756446838E-1,-4.123593903E1,-7.886253357E0,4.199240899E1
1.100852625E1,9.174957275E-1,-4.109939957E1,-8.194976807E0,4.191849339E1
1.101855025E1,1.117019653E0,-4.108755493E1,-8.441688538E0,4.196066025E1
1.102857525E1,1.021276474E0,-4.097195816E1,-8.250587463E0,4.180689602E1
1.103859925E1,9.654064178E-1,-4.102505112E1,-8.680793762E0,4.194452299E1
1.104862425E1,1.239192963E0,-4.108514786E1,-9.103866577E0,4.209994490E1
1.105864825E1,1.544834137E0,-4.093007660E1,-9.760848999E0,4.210619736E1
1.106867325E1,1.454143524E0,-4.081950378E1,-1.014794922E1,4.208713932E1
1.107869825E1,1.363391876E0,-4.067616653E1,-1.072367096E1,4.208808003E1
1.108872225E1,1.803108215E0,-4.042821884E1,-1.159349823E1,4.209633332E1
1.109874725E1,1.895507812E0,-4.018783188E1,-1.244016266E1,4.211190364E1
1.110877125E1,2.058069229E0,-3.978052902E1,-1.348229980E1,4.205352002E1
1.111879625E1,1.948238373E0,-3.937440491E1,-1.482717896E1,4.211869692E1
1.112882025E1,2.495155334E0,-3.886316681E1,-1.672489166E1,4.238270326E1
1.113884525E1,2.746305466E0,-3.821260452E1,-1.851027679E1,4.254850979E1
1.114887025E1,2.994504929E0,-3.739607620E1,-1.998907471E1,4.250878360E1
1.115889425E1,3.439302444E0,-3.613176346E1,-2.182420349E1,4.235125724E1
1.116891896E1,4.018896103E0,-3.486828232E1,-2.377264404E1,4.239206580E1
1.117894296E1,4.449399948E0,-3.324633408E1,-2.578988647E1,4.231115850E1
1.118896796E1,4.759164810E0,-3.207088470E1,-2.747721863E1,4.249928045E1
1.119899196E1,5.205907822E0,-3.026261520E1,-2.920170593E1,4.237531103E1
1.120901696E1,5.543210983E0,-2.834649277E1,-3.095069885E1,4.233434303E1
1.121904196E1,5.865377426E0,-2.651170349E1,-3.249805450E1,4.234851380E1
1.122906596E1,6.316095352E0,-2.488547516E1,-3.391439056E1,4.253664093E1
1.123909096E1,6.174802780E0,-2.324019241E1,-3.507231140E1,4.252413150E1
1.124911496E1,6.257230759E0,-2.159370041E1,-3.579670715E1,4.227109032E1
1.125913996E1,6.152723312E0,-2.040798759E1,-3.671385956E1,4.245290856E1
1.126916396E1,6.038228989E0,-1.940533447E1,-3.734739685E1,4.251888130E1
1.127918896E1,5.827276230E0,-1.864337921E1,-3.810622406E1,4.282075488E1
1.128921296E1,5.796491623E0,-1.791444969E1,-3.829572296E1,4.267422196E1
1.129923796E1,5.466142654E0,-1.747635651E1,-3.846009827E1,4.259672418E1
1.130926296E1,5.599992752E0,-1.720131302E1,-3.848756409E1,4.252690534E1
1.131928696E1,5.849893570E0,-1.707218742E1,-3.869725800E1,4.269846150E1
1.132931196E1,5.977605820E0,-1.721633720E1,-3.857553864E1,4.266387487E1
1.133933596E1,6.020174026E0,-1.709531403E1,-3.836923218E1,4.243454059E1
1.134936096E1,6.356985092E0,-1.688760185E1,-3.849089813E1,4.251060567E1
1.135938496E1,6.561964035E0,-1.716084290E1,-3.829702759E1,4.247606647E1
1.136940996E1,7.084054947E0,-1.692257118E1,-3.812385559E1,4.230822160E1
1.137943496E1,7.474416733E0,-1.722831154E1,-3.779184723E1,4.220077417E1
1.138945896E1,7.722131729E0,-1.785562706E1,-3.753294373E1,4.227501154E1
1.139948396E1,8.293142319E0,-1.879489136E1,-3.675728607E1,4.210845794E1
1.140950796E1,8.096902847E0,-1.933354187E1,-3.651217651E1,4.210088729E1
1.141953296E1,8.114549637E0,-2.003980827E1,-3.589069366E1,4.189966257E1
1.142955696E1,8.206876755E0,-2.094689751E1,-3.530936432E1,4.186736856E1
1.143958196E1,8.464857101E0,-2.202692986E1,-3.476882172E1,4.202035707E1
1.144960696E1,8.812936783E0,-2.303947830E1,-3.342346191E1,4.154050098E1
1.145963096E1,9.232465744E0,-2.388188553E1,-3.260343170E1,4.145559840E1
1.146965596E1,9.810525894E0,-2.474629021E1,-3.203242493E1,4.164974843E1
1.147967996E1,9.998590469E0,-2.549613571E1,-3.128900146E1,4.158156274E1
1.148970496E1,1.054570580E1,-2.655729485E1,-3.046440887E1,4.176819398E1
1.149972896E1,1.099162102E1,-2.724868393E1,-2.939081573E1,4.155871218E1
1.150975396E1,1.146880531E1,-2.815354919E1,-2.831823730E1,4.154609960E1
1.151977896E1,1.195168877E1,-2.902177620E1,-2.696183014E1,4.137688537E1
1.152980296E1,1.231373024E1,-2.970638466E1,-2.596905518E1,4.133387314E1
1.153982796E1,1.254221916E1,-3.040805054E1,-2.491729736E1,4.126534268E1
1.154985196E1,1.285343742E1,-3.129463959E1,-2.391925812E1,4.143303307E1
1.155987696E1,1.297215080E1,-3.198678589E1,-2.250171661E1,4.120386412E1
1.156990096E1,1.343530846E1,-3.265515137E1,-2.127410889E1,4.122443612E1
1.157992596E1,1.378245735E1,-3.326525879E1,-2.033188629E1,4.135116895E1
1.158995096E1,1.387698936E1,-3.365523529E1,-1.938707733E1,4.124444767E1
1.159997496E1,1.374704170E1,-3.425669098E1,-1.831743622E1,4.120716566E1
1.160999996E1,1.401825905E1,-3.469185257E1,-1.743315887E1,4.127894439E1
1.162002396E1,1.379800224E1,-3.505431747E1,-1.629286957E1,4.104445929E1
1.163004896E1,1.388867378E1,-3.542792130E1,-1.522511292E1,4.098581377E1
1.164007296E1,1.382441139E1,-3.605859375E1,-1.477874756E1,4.134909809E1
1.165009796E1,1.400832939E1,-3.631301498E1,-1.347904968E1,4.118923561E1
1.166012296E1,1.377186012E1,-3.686659241E1,-1.260464478E1,4.132416771E1
1.167014696E1,1.344943047E1,-3.698501205E1,-1.151354980E1,4.100414766E1
1.168017196E1,1.310605812E1,-3.755549622E1,-1.054000854E1,4.114943299E1
1.169019596E1,1.307451820E1,-3.779179764E1,-9.316848755E0,4.106052442E1
1.170022096E1,1.283957863E1,-3.814617157E1,-8.555839539E0,4.114836054E1
1.171024496E1,1.253484154E1,-3.847717285E1,-8.003089905E0,4.125123672E1
1.172026996E1,1.211777306E1,-3.886589432E1,-6.782775879E0,4.127231776E1
1.173029496E1,1.158679390E1,-3.925023270E1,-5.610702515E0,4.130756035E1
1.174031896E1,1.117435646E1,-3.961290359E1,-4.770713806E0,4.143438287E1
1.175034396E1,1.068493080E1,-3.974268341E1,-3.916671753E0,4.133991955E1
1.176036796E1,1.044432640E1,-4.002315521E1,-2.701263428E0,4.145158298E1
1.177039296E1,9.764551163E0,-4.020818710E1,-1.878822327E0,4.141949713E1
1.178041696E1,8.938501358E0,-4.040924454E1,-1.092910767E0,4.140046261E1
1.179044196E1,8.403329849E0,-4.072140884E1,2.848052979E-2,4.157944086E1
1.180046696E1,7.661527634E0,-4.075471115E1,6.826934814E-1,4.147422762E1
1.181049096E1,6.779844284E0,-4.070153427E1,1.371543884E0,4.128513429E1
1.182051596E1,5.980066299E0,-4.083295822E1,2.447242737E0,4.134102886E1
1.183053996E1,5.517145157E0,-4.116763687E1,3.311828613E0,4.166751042E1
1.184056496E1,4.536394119E0,-4.105597687E1,3.702674866E0,4.147145897E1
1.185058896E1,3.834779739E0,-4.123848724E1,4.360710144E0,4.164533778E1
1.186061396E1,3.105287552E0,-4.146314621E1,5.233283997E0,4.190730922E1
1.187063896E1,2.586635590E0,-4.138934708E1,5.829528809E0,4.187782398E1
1.188066296E1,1.980659485E0,-4.125008011E1,6.848670959E0,4.186163416E1
1.189068796E1,1.245605469E0,-4.131454849E1,7.523567200E0,4.201246855E1
1.190071196E1,8.502960205E-1,-4.096303177E1,7.976333618E0,4.174104542E1
1.191073696E1,8.314323425E-2,-4.130295563E1,8.740867615E0,4.221781405E1
1.192076096E1,-6.566085815E-1,-4.103025818E1,9.045341492E0,4.202060713E1
1.193078596E1,-1.353523254E0,-4.101288223E1,1.004098511E1,4.224582720E1
1.194081096E1,-2.225126266E0,-4.072952271E1,9.763862610E0,4.194255857E1
1.195083496E1,-3.040016174E0,-4.081427765E1,9.954818726E0,4.212060510E1
1.196085996E1,-3.656740189E0,-4.105812454E1,1.016918945E1,4.245649248E1
1.197088396E1,-4.461879730E0,-4.077928543E1,1.012020111E1,4.225253793E1
1.198090896E1,-5.242811203E0,-4.082859421E1,1.028632355E1,4.242958433E1
1.199093296E1,-5.905815125E0,-4.074669647E1,1.019868469E1,4.241680204E1
1.200095796E1,-6.330865860E0,-4.060630035E1,1.042742920E1,4.239908927E1
1.201098296E1,-7.143106461E0,-4.029726410E1,1.032875061E1,4.220872603E1
1.202100696E1,-7.481756210E0,-4.027209854E1,1.058561707E1,4.230690116E1
1.203103196E1,-8.333415985E0,-4.010058594E1,1.079198456E1,4.235528002E1
1.204105596E1,-9.031822205E0,-4.000379562E1,1.078374481E1,4.240479488E1
1.205108096E1,-9.982315063E0,-4.012613678E1,1.081117249E1,4.273914970E1
1.206110496E1,-1.064974022E1,-4.001107788E1,1.078190613E1,4.278496020E1
1.207112996E1,-1.134228897E1,-3.967909241E1,1.091972351E1,4.268861974E1
1.208115396E1,-1.195587349E1,-3.972702789E1,1.126690674E1,4.298979930E1
1.209117896E1,-1.250967216E1,-3.946926498E1,1.106089020E1,4.285624888E1
1.210120396E1,-1.317681313E1,-3.903179932E1,1.109459686E1,4.266380013E1
1.211122796E1,-1.389237022E1,-3.913195419E1,1.111473083E1,4.298656803E1
1.212125296E1,-1.452434635E1,-3.881482697E1,1.085126495E1,4.284037092E1
1.213127696E1,-1.553549767E1,-3.861329269E1,1.094222260E1,4.303568630E1
1.214130196E1,-1.625873184E1,-3.837912750E1,1.047091675E1,4.297608505E1
1.215132596E1,-1.706537628E1,-3.821487045E1,1.033563232E1,4.310949648E1
1.216135096E1,-1.758366013E1,-3.797874069E1,9.842178345E0,4.299346837E1
1.217137571E1,-1.870794487E1,-3.726842117E1,9.022048950E0,4.266520579E1
1.218139971E1,-1.975168800E1,-3.716627884E1,8.938446045E0,4.302740150E1
1.219142471E1,-2.031863403E1,-3.696340561E1,8.811332703E0,4.309036815E1
1.220144871E1,-2.128729630E1,-3.653522110E1,8.337112427E0,4.309847802E1
1.221147371E1,-2.222020531E1,-3.611624146E1,8.225852966E0,4.319473438E1
1.222149771E1,-2.294242477E1,-3.576679993E1,7.912406921E0,4.322296860E1
1.223152271E1,-2.387443352E1,-3.539673996E1,7.616043091E0,4.336959635E1
1.224154771E1,-2.473919868E1,-3.527077484E1,6.917427063E0,4.363377484E1
1.225157171E1,-2.544840813E1,-3.473859406E1,6.201171875E0,4.350684918E1
1.226159671E1,-2.573637199E1,-3.419962311E1,5.656257629E0,4.317369934E1
1.227162071E1,-2.637968445E1,-3.378902435E1,5.240791321E0,4.318624563E1
1.228164571E1,-2.707734680E1,-3.317148209E1,4.639984131E0,4.307040035E1
1.229166971E1,-2.779887009E1,-3.285392380E1,4.170333862E0,4.323828363E1
1.230169471E1,-2.809648514E1,-3.246197891E1,3.473579407E0,4.307270953E1
1.231171971E1,-2.897040367E1,-3.209421921E1,3.367828369E0,4.336663998E1
1.232174371E1,-2.987677574E1,-3.131798935E1,2.739288330E0,4.336982691E1
1.233176871E1,-3.032610512E1,-3.082437134E1,2.239181519E0,4.329928930E1
1.234179271E1,-3.085805511E1,-3.023905945E1,2.085105896E0,4.325468701E1
1.235181771E1,-3.135316467E1,-2.977061272E1,1.234436035E0,4.325314034E1
1.236184171E1,-3.198698997E1,-2.922982788E1,8.992156982E-1,4.334003870E1
1.237186671E1,-3.254940796E1,-2.849351311E1,1.510696411E-1,4.325930038E1
1.238189171E1,-3.284870148E1,-2.801433754E1,-4.284973145E-1,4.317434315E1
1.239191571E1,-3.340110016E1,-2.739290619E1,-1.127502441E0,4.321198981E1
1.240194071E1,-3.399672318E1,-2.663656616E1,-1.734878540E0,4.322376253E1
1.241196471E1,-3.449024200E1,-2.641503906E1,-2.408088684E0,4.351011346E1
1.242198971E1,-3.472241974E1,-2.562318420E1,-3.060379028E0,4.326152934E1
1.243201371E1,-3.506842804E1,-2.495631790E1,-3.390945435E0,4.317535129E1
1.244203871E1,-3.558620071E1,-2.439401245E1,-3.904792786E0,4.332081407E1
1.245206371E1,-3.578711700E1,-2.374576950E1,-4.496978760E0,4.318335479E1
1.246208771E1,-3.623540878E1,-2.313093185E1,-4.739349365E0,4.324935017E1
1.247211271E1,-3.673563385E1,-2.246653366E1,-5.078926086E0,4.335951360E1
1.248213671E1,-3.718548584E1,-2.204090118E1,-5.314300537E0,4.355230731E1
1.249216171E1,-3.730523300E1,-2.130440712E1,-5.549682617E0,4.331693836E1
1.250218571E1,-3.765844345E1,-2.055489922E1,-6.394721985E0,4.337689148E1
1.251221071E1,-3.799048615E1,-1.952377701E1,-7.014404297E0,4.328575717E1
1.252223571E1,-3.836820602E1,-1.855946922E1,-7.440238953E0,4.326580968E1
1.253225971E1,-3.859924316E1,-1.766270828E1,-7.955307007E0,4.318749525E1
1.254228471E1,-3.876379013E1,-1.682565880E1,-8.639884949E0,4.313214383E1
1.255230871E1,-3.897990417E1,-1.575405502E1,-9.193672180E0,4.303657500E1
